 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
agot_dragon_combat.1010.a.commander:0 "Mi leverò in volo — che finisca qui."
agot_dragon_combat.1010.desc.knight:0 "Le notizie degli esploratori sono fosche: [enemy_dragonrider.Custom('IT_NAM_COL3')][enemy_dragonrider.GetTitledFirstName] è stat[Select_CString(enemy_dragonrider.IsFemale,'a','o')] avvistat[Select_CString(enemy_dragonrider.IsFemale,'a','o')] sopra [battle_location.GetName], il drago [Select_CString(enemy_dragonrider.IsFemale,'di lei','di lui')] accovacciato tra le colline come una tempesta che si addensa all’orizzonte. Un simile nemico non può essere affrontato con le sole spade. Ogni sguardo si volge a [dragonrider_in_battle.Custom('IT_NAM_COL3')][dragonrider_in_battle.GetTitledFirstName] e a [dragon_in_battle.Custom('IT_NAM_COL3')][dragon_in_battle.GetTitledFirstName], il cavaliere di drago del nostro esercito — solo il loro fuoco può incontrare il fuoco, solo le loro ali possono ricacciare l’orrore dei cieli.\n\nSe si leveranno in volo, i cieli stessi bruceranno."
agot_dragon_combat.1010.a.knight:0 "[dragonrider_in_battle.Custom('IT_NAM_COL3')][dragonrider_in_battle.GetTitledFirstNameNoTooltip] deve volare — solo [Select_CString(dragonrider_in_battle.IsFemale,'lei','lui')] può affrontare questa minaccia."
agot_dragon_combat.1010.desc.lord:0 "Un grido si leva dalle mura di [home_location.GetNameNoTooltip]: [enemy_dragonrider.Custom('IT_NAM_COL3')][enemy_dragonrider.GetTitledFirstName] piomba sulle mie terre, l’ombra di [enemy_dragon_in_battle.GetTitledFirstNamePossessive] che si distende lunga e nera su focolari e sale. La mia gente si disperde in preda al terrore, sapendo che né lancia né freccia possono schermarla dall’ira delle fiamme di drago.\n\nSolo io posso levarmi a incontrare [Select_CString(enemy_dragonrider.IsFemale,'lei','lui')]. Se spicco il volo, il cielo sopra [home_location.GetNameNoTooltip] ruggirà di fuoco, e soltanto uno di noi vivrà per rivederlo."
agot_dragon_combat.1010.a.lord:0 "Difenderò la mia casa — nei cieli!"
agot_dragon_combat.1010.b.lord:0 "No… meglio che brucino le mura, che io."
agot_dragon_combat.1010.desc.courtier:0 "Il panico serpeggia nelle sale quando l’ombra di [enemy_dragonrider.Custom('IT_NAM_COL3')][enemy_dragonrider.GetTitledFirstName] cala su di noi. Il drago [Select_CString(enemy_dragonrider.IsFemale,'di lei','di lui')], [enemy_dragon_in_battle.GetTitledFirstName], volteggia sopra [home_location.GetNameNoTooltip], il fuoco che lambisce i tetti, le urla che echeggiano nei cortili. Nessun cavaliere, nessun esercito, nessuna muraglia può reggere contro un simile nemico.\n\nEppure non ogni speranza è perduta. Uno fra i miei cortigiani, [dragonrider_in_battle.Custom('IT_NAM_COL3')][dragonrider_in_battle.GetTitledFirstName], comanda un drago tutto [Select_CString(dragonrider_in_battle.IsFemale,'suo','suo')]. Se [Select_CString(dragonrider_in_battle.IsFemale,'lei','lui')] si leverà, il cielo sarà lacerato da tuono e fiamma, e soltanto uno di loro sopravvivrà allo scontro."
agot_dragon_combat.1010.a.courtier:0 "Convoca [dragonrider_in_battle.Custom('IT_NAM_COL3')][dragonrider_in_battle.GetTitledFirstNameNoTooltip] — che affronti questo fuoco col fuoco."
agot_dragon_combat.1010.b.courtier:0 "Dobbiamo resistere — oggi i cieli sono [Select_CString(enemy_dragonrider.IsFemale,'di lei','di lui')]."
agot_dragon_combat.1010.a.tt:0 "Ti impegnerai in un duello tra draghi contro [enemy_dragonrider.Custom('IT_NAM_COL3')][enemy_dragonrider.GetTitledFirstNameNoTooltip]."
agot_dragon_combat.1010.a.tt.not_me:0 "[dragonrider_in_battle.Custom('IT_NAM_COL3')][dragonrider_in_battle.GetTitledFirstNameNoTooltip] si impegnerà in un duello tra draghi contro [enemy_dragonrider.Custom('IT_NAM_COL3')][enemy_dragonrider.GetTitledFirstNameNoTooltip]."
agot_dragon_combat.1010.b:0 "Un’altra volta, forse."
agot_dragon.0040.desc.fire_breath:0 "Fiamme schizzano dalle fauci del drago, suscitando di nuovo le risa gioiose di [child.GetNameNoTooltip]."
agot_dragon.0040.desc.fire_breath_craven:0 "Fiamme schizzano dalle fauci del drago e mi ritrovo a fuggire verso l’uscita. Un bambino non dovrebbe avere un simile potere."
agot_dragon_maintenance.9999.desc:0 "Qui sotto vi è un elenco di ogni possibile attributo d’aspetto per questo drago. Ogni attributo ha un valore massimo del 100% e un minimo dello 0%.\n\n@warning_icon! #warning I colori in questa finestra evento possono differire da quelli nella finestra del personaggio!#!\n\nimport_dragon_dna = {\n\tprimary_color_value = [story.MakeScope.Var('gene_dragon_primary_color_value').GetValue]\n\tprimary_color_hue = [story.MakeScope.Var('gene_dragon_primary_color_hue').GetValue]\n\tsecondary_value = [story.MakeScope.Var('gene_dragon_secondary_value').GetValue]\n\tsecondary_hue = [story.MakeScope.Var('gene_dragon_secondary_hue').GetValue]\n\ttertiary_value = [story.MakeScope.Var('gene_dragon_tertiary_value').GetValue]\n\ttertiary_hue = [story.MakeScope.Var('gene_dragon_tertiary_hue').GetValue]\n\thorn_color_value = [story.MakeScope.Var('gene_dragon_tertiary_hue').GetValue]\n\thorn_color_hue = [story.MakeScope.Var('gene_dragon_horn_color_value').GetValue]\n\teye_color_value = [story.MakeScope.Var('gene_dragon_horn_color_hue').GetValue]\n\teye_color_hue = [story.MakeScope.Var('gene_dragon_eye_color_value').GetValue]\n\tmain_horn_shape_template = [story.MakeScope.Var('gene_dragon_main_horn_shape_template').GetValue]\n\tmain_horn_shape_value = [story.MakeScope.Var('gene_dragon_main_horn_shape_value').GetValue]\n\tbody_shading_template = [story.MakeScope.Var('gene_dragon_body_shading_template').GetValue]\n\tbody_shading_value = [story.MakeScope.Var('gene_dragon_body_shading_value').GetValue]\n\twings_shading_template = [story.MakeScope.Var('gene_dragon_wings_shading_template').GetValue]\n\twings_shading_value = [story.MakeScope.Var('gene_dragon_wings_shading_value').GetValue]\n\tneck_length = [story.MakeScope.Var('gene_dragon_neck_length').GetValue]\n\tmetallic_scales_strength = [story.MakeScope.Var('gene_dragon_metallic_scales_strength').GetValue]\n\twounded = [story.MakeScope.Var('gene_dragon_wounded').GetValue]\n\told_neck = [story.MakeScope.Var('gene_dragon_old_neck').GetValue]\n\ttail_length = [story.MakeScope.Var('gene_dragon_tail_length').GetValue]\n\tcenter_fin_size = [story.MakeScope.Var('gene_dragon_center_fin_size').GetValue]\n\tside_fin_size = [story.MakeScope.Var('gene_dragon_side_fin_size').GetValue]\n\tcrest_depth = [story.MakeScope.Var('gene_dragon_crest_depth').GetValue]\n\tback_spike_size = [story.MakeScope.Var('gene_dragon_back_spike_size').GetValue]\n\tneck_spike_size = [story.MakeScope.Var('gene_dragon_neck_spike_size').GetValue]\n\thorns_eyebrow_length = [story.MakeScope.Var('gene_dragon_horns_eyebrow_length').GetValue]\n\thorns_eyebrow = [story.MakeScope.Var('gene_dragon_horns_eyebrow').GetValue]\n\tsnout_length = [story.MakeScope.Var('gene_dragon_snout_length').GetValue]\n\tsnout_height = [story.MakeScope.Var('gene_dragon_snout_height').GetValue]\n\tsnout_width = [story.MakeScope.Var('gene_dragon_snout_width').GetValue]\n\tsnout_end_width = [story.MakeScope.Var('gene_dragon_snout_end_width').GetValue]\n\tsnout_profile = [story.MakeScope.Var('gene_dragon_snout_profile').GetValue]\n\tchin_profile = [story.MakeScope.Var('gene_dragon_chin_profile').GetValue]\n\tjaw_width = [story.MakeScope.Var('gene_dragon_jaw_width').GetValue]\n\tupper_jaw_width = [story.MakeScope.Var('gene_dragon_upper_jaw_width').GetValue]\n\tlower_jaw_width = [story.MakeScope.Var('gene_dragon_lower_jaw_width').GetValue]\n\tlower_jaw_height = [story.MakeScope.Var('gene_dragon_lower_jaw_height').GetValue]\n\tcheek_width = [story.MakeScope.Var('gene_dragon_cheek_width').GetValue]\n\thead_roundness = [story.MakeScope.Var('gene_dragon_head_roundness').GetValue]\n\tbrow_width = [story.MakeScope.Var('gene_dragon_brow_width').GetValue]\n\touter_brow_height = [story.MakeScope.Var('gene_dragon_outer_brow_height').GetValue]\n}"
reason_death_dragon_ate_keeper:0 "@death_icon! [head_dragonkeeper.GetShortUINameNoTooltip] è stat[Select_CString(head_dragonkeeper.IsFemale,'a','o')] divorat[Select_CString(head_dragonkeeper.IsFemale,'a','o')] da [wild_dragon.GetShortUIName]"
reason_death_dragon_burned_keeper:0 "@death_icon! [head_dragonkeeper.GetShortUINameNoTooltip] è stat[Select_CString(head_dragonkeeper.IsFemale,'a','o')] incenerit[Select_CString(head_dragonkeeper.IsFemale,'a','o')] da [wild_dragon.GetShortUIName]"
reason_death_dragon_ate:0 "@death_icon! Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] divorat[Select_CString(ROOT.Char.IsFemale,'a','o')] da [wild_dragon.GetShortUIName]"
reason_death_dragon_burned:0 "@death_icon! Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] incenerit[Select_CString(ROOT.Char.IsFemale,'a','o')] da [wild_dragon.GetShortUIName]"
agot_dragon_pits.3002.desc:0 "Le pesanti, antiche porte della Fossa del Drago gemono quando vi entriamo. Abbasso lo sguardo su [recipient.GetName], che cammina al mio fianco cercando di parere coraggios[Select_CString(recipient.IsFemale,'a','o')], ma avverto il tremito nervoso nei passi [Select_CString(recipient.IsFemale,'di lei','di lui')]. Avvicinandoci, [dragon.GetName] solleva [dragon.Custom('GetDragonHerHis')] testa, le narici dilatate, e in un istante tutto va orrendamente storto. La bestia ruggisce con terrificante furia, facendo indietreggiare barcollando [recipient.GetNameNoTooltip], il terrore impresso sul volto [Select_CString(recipient.IsFemale,'di lei','di lui')]. Il legame che speravo di vedere nascere si spezza sotto i miei occhi, sostituito da cieco spavento. Che cosa ho fatto? L’ho rovina[Select_CString(recipient.IsFemale,'ta','to')]. Ho rovinato noi."
agot_dragon_pits.3003.desc:0 "Sento la tensione nell’aria mentre discendo nella Fossa del Drago con [recipient.GetName], i pesanti gradini di pietra che echeggiano sotto i nostri piedi. Guardo [recipient.GetHerHim], chiedendomi se oggi sarà il giorno in cui [Select_CString(recipient.IsFemale,'lei','lui')] forgerà il retaggio [Select_CString(recipient.IsFemale,'di lei','di lui')]. [dragon.GetName] si muove nel covo [dragon.Custom('GetDragonHerHis')] mentre ci avviciniamo, [dragon.Custom('GetDragonHerHis')] scaglie che guizzano nella luce fioca. Eppure c’è qualcosa che non va. [recipient.GetNameNoTooltip] si arresta di colpo, lo sguardo che guizza per la fossa, ma non vi è scintilla di meraviglia né di timore reverente.\n\nLo esorto ad avanzare, ma i passi [Select_CString(recipient.IsFemale,'di lei','di lui')] vacillano, e [Select_CString(recipient.IsFemale,'lei','lui')] si volta verso di me con un cipiglio. \"Mi dispiace, ma se c’è un drago destinato a me, non credo che sia qui.\""
agot_dragon_pits.3005.desc:0 "La fossa sembra più oscura oggi, più infausta. Deglutisco a fatica, sperando che [recipient.GetName] non scorga l’inquietudine che mi striscia addosso. [Select_CString(recipient.IsFemale,'Lei','Lui')] fa un passo avanti, la determinazione negli occhi [Select_CString(recipient.IsFemale,'di lei','di lui')], ma vedo la tensione nelle spalle [Select_CString(recipient.IsFemale,'di lei','di lui')]. [Select_CString(recipient.IsFemale,'Lei','Lui')] tende una mano verso [dragon.GetName], ma qualcosa va terribilmente storto. Il drago sibila, gli occhi che si stringono, e in un lampo [dragon.Custom('GetDragonSheHe')] colpisce in segno di rifiuto. [recipient.GetNameNoTooltip] barcolla all’indietro, il volto [Select_CString(recipient.IsFemale,'di lei','di lui')] livido. Il legame non sarà, e vedo il dolore del fallimento inciso nell’anima [Select_CString(recipient.IsFemale,'di lei','di lui')]."
agot_dragon_pits.3006.desc:0 "L’aria è densa di tensione mentre ci avviciniamo alla Fossa del Drago, ma è la tensione che alimenta la grandezza. [recipient.GetName] cammina al mio fianco, i passi [Select_CString(recipient.IsFemale,'di lei','di lui')] sicuri, gli occhi che brillano d’entusiasmo. Un’ondata di speranza mi attraversa quando entriamo nello spazio cavernoso, e [dragon.GetName] volge [dragon.Custom('GetDragonHerHis')] testa a osservarci.\n\n[recipient.GetNameNoTooltip] inspira a fondo e si avvicina a [dragon.GetNameNoTooltip], che lo guarda farsi vicino con una lieve curiosità. Lentamente, con metodo, [Select_CString(recipient.IsFemale,'lei','lui')] porge una mano, e con mio stupore il drago china [dragon.Custom('GetDragonHerHis')] testa. Nessuna esitazione, nessuna paura — solo rispetto. Un tripudio mi gonfia il petto. [recipient.GetNameNoTooltip] ce l’ha fatta. [Select_CString(recipient.IsFemale,'Lei','Lui')] ha domato la bestia."
agot_dragon_siege.gui_tt_event_already_fired:0 "Stai già valutando questo assedio."
agot_dragon_siege.gui_tt_cant_siege_pirate_den:0 "I pirati si nascondono nell’ambiente, rendendo impossibile usare un drago in questo luogo."
agot_dragon_siege.gui_tt_one_dragon_bound:0 "[sieging_rider.GetNameOrMe|U] riceverà l’ordine di usare [sieging_dragon.GetName] nell’assedio di [sieging_location.GetTitle.GetNameNoTierNoTooltip] secondo la tua preferenza."
agot_dragon_siege.gui_tt_one_dragon_free:0 "[sieging_rider.GetNameOrMe|U] deciderà come usare [sieging_dragon.GetName] nell’assedio di [sieging_location.GetTitle.GetNameNoTierNoTooltip]."
agot_dragon_siege.gui_tt_multiple_dragons:0 "Più cavalieri di drago e i loro draghi si trovano a [sieging_location.GetTitle.GetNameNoTierNoTooltip], perciò [Scope.Char.GetNameOrMe] potrà decidere quale drago desideri impiegare nell’assedio."
agot_dragon_siege.gui_tt_no_valid_rider:0 "Non ci sono cavalieri di drago validi presenti all’assedio."
agot_dragon_siege.gui_tt_cant_damage_single:0 "[only_dragon.GetFirstName] non è abbastanza grande da danneggiare ulteriormente questo luogo."
agot_dragon_siege.gui_tt_cant_damage_multiple:0 "Non c’è alcun drago presente all’assedio abbastanza grande da danneggiare ulteriormente questo luogo."
agot_dragon_siege.tt.rider_already_attacked.single:0 "[only_dragon.MakeScope.Var('current_rider').Char.GetName] ha già attaccato [sieging_location.GetName]."
agot_dragon_siege.tt.rider_already_attacked.multiple:0 "Tutti i possibili cavalieri presenti all’assedio hanno già attaccato [sieging_location.GetName]."
agot_dragon_siege.0001.desc.a:0 "I difensori di [sieging_location.GetName] tremano al pensiero del fuoco di drago che possiamo scatenare su di loro, con"
agot_dragon_siege.0001.desc.b:0 "[other_dragon_rider.Custom('IT_NAM_COL3')][other_dragon_rider.GetTitledFirstName] in sella a [sieging_dragon.GetName]."
agot_dragon_siege.0001.desc.c:0 "una schiera di draghi a mia disposizione."
agot_dragon_siege.0001.desc.d:0 "Sento anche [myself_current_dragon.GetName] pronto a incenerire i miei nemici."
agot_dragon_siege.0001.desc.e:0 "Benché [myself_current_dragon.GetName] sia qui anch’esso, [myself_current_dragon.Custom('GetDragonSheHe')] non è abbastanza grande da essere efficace in questo assedio."
agot_dragon_siege.0001.a.tt:0 "[THIS.Var('si_selected_character').Char.GetTitledFirstName] attaccherà con il drago [Select_CString(THIS.Var('si_selected_character').Char.IsFemale,'di lei','di lui')]."
agot_dragon_siege.0001.b.tt:0 "[other_dragon_rider.Custom('IT_NAM_COL3')][other_dragon_rider.GetTitledFirstName] attaccherà con [sieging_dragon.GetName]"
agot_dragon_siege.0002.desc:0 "Mi avvicino a [sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstName],"
agot_dragon_siege.0002.desc_mounted:0 "in sella a [sieging_dragon.GetName] — uno spettacolo davvero imponente. Il fuoco negli occhi [Select_CString(sieging_rider.IsFemale,'di lei','di lui')] rispecchia quello del drago [Select_CString(sieging_rider.IsFemale,'di lei','di lui')], e par che entrambi bramino d’essere scatenati contro il nemico.\n\n"
agot_dragon_siege.0002.desc_land:0 "in piedi non lontano dalla grande sagoma di [sieging_dragon.GetName]. [Select_CString(sieging_rider.IsFemale,'Lei','Lui')] appare attent[Select_CString(sieging_rider.IsFemale,'a','o')], studiando le forze schierate dinanzi a noi.\n\n"
agot_dragon_siege.0002.desc_end.1:0 "In quanto comandante [Select_CString(sieging_rider.IsFemale,'suo','suo')], devo decidere quali ordini dare a [Select_CString(sieging_rider.IsFemale,'lei','lui')]; sebbene, in verità, nessuno possa comandare davvero un cavaliere di drago."
agot_dragon_siege.0002.desc_end.2:0 "In quanto alleat[Select_CString(commander.IsFemale,'a','o')] di [commander.GetHerHis], [Select_CString(sieging_rider.IsFemale,'lei','lui')] potrebbe dare ascolto al mio consiglio; sebbene, in verità, nessuno possa comandare davvero un cavaliere di drago."
agot_dragon_siege.0002.d.f_third:0 "[sieging_rider.GetFirstNameNoTooltip] raderà al suolo il possedimento, lasciando soltanto cenere e rovine al passaggio [Select_CString(sieging_rider.IsFemale,'di lei','di lui')]."
agot_dragon_siege.0002.e:0 "Ordina a [siegeing_rider.Custom('IT_NAM_COL3')][siegeing_rider.GetTitledFirstName] di attaccare [defending_dragonrider.GetFirstName]!"
agot_dragon_siege.0002.f.f:0 "Continui l’assedio."
agot_dragon_siege.0002.will_choose:0 "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstName] valuterà il tuo ordine."
agot_dragon_siege.0002.chance_success.order:0 "[Select_CString(sieging_rider.IsFemale,'Lei','Lui')] esegue il tuo ordine"
agot_dragon_siege.0002.chance_success.advice:0 "[Select_CString(sieging_rider.IsFemale,'Lei','Lui')] segue il tuo consiglio"
agot_dragon_siege.0002.chance_failure.order:0 "[Select_CString(sieging_rider.IsFemale,'Lei','Lui')] ignora il tuo ordine"
agot_dragon_siege.0002.chance_failure.advice:0 "[Select_CString(sieging_rider.IsFemale,'Lei','Lui')] ignora il tuo consiglio"
agot_dragon_siege.0002.tt.2:0 "Perdi opinione di [Select_CString(sieging_rider.IsFemale,'lei','lui')] e [Select_CString(sieging_rider.IsFemale,'lei','lui')] perderà prestigio."
agot_dragon_siege.0003.desc.a:0 "Siamo dinanzi all’assedio di [sieging_location.GetName], e come immaginavo [commander.Custom('IT_NAM_COL3')][commander.GetTitledFirstName] mi ha ordinato di usare [sieging_dragon.GetName] per"
agot_dragon_siege.0003.desc.b:0 "Siamo dinanzi all’assedio di [sieging_location.GetName], e come immaginavo [commander.Custom('IT_NAM_COL3')][commander.GetTitledFirstName] mi suggerisce di usare [sieging_dragon.GetName] per"
agot_dragon_siege.0003.desc.opt_a:0 "colpire i punti più deboli del possedimento, ammorbidendone le difese. È un approccio misurato, ma resta pur sempre un rischio."
agot_dragon_siege.0003.desc.opt_b:0 "scatenare le fiamme di [sieging_dragon.Custom('GetDragonHerHis')] contro le difese, per chiudere presto questo assedio. Un simile attacco non è privo di rischi, ma sarà certo efficace."
agot_dragon_siege.0003.desc.opt_c:0 "attaccare senza freni, liberando [sieging_dragon.GetNameNoTooltip] contro difese e mastio interno insieme. Ciò mieterà molte vite, ma la distanza che dovrò colmare per farlo potrebbe essere pericolosa."
agot_dragon_siege.0003.desc.opt_d:0 "radere il possedimento al suolo, e non lasciare altro che cenere e rovina. È oltre ciò che mi aspettavo, ma rientra nel mio potere ed è diritto di comando [Select_CString(commander.IsFemale,'di lei','di lui')]."
agot_dragon_siege.0003.desc.opt_e:0 "affrontare i draghi di guardia del difensore e i loro cavalieri. È la più pericolosa battaglia che un cavaliere possa affrontare, ma è diritto di comando [Select_CString(commander.IsFemale,'di lei','di lui')]."
agot_dragon_siege.0003.desc.c:0 "\n\nBenché nessuno possa davvero “comandarmi” con [sieging_dragon.GetNameNoTooltip] al mio fianco, sono vincolat[Select_CString(ROOT.Char.IsFemale,'a','o')] dal giuramento a seguire gli ordini del[Select_CString(sieging_rider.Custom2('RelationToMeShort', SCOPE.sC('commander')).IsFemale,'la','lo')] [sieging_rider.Custom2('RelationToMeShort', SCOPE.sC('commander'))]."
agot_dragon_siege.0003.a.1:0 "Farò come mi è stato comandato."
agot_dragon_siege.0003.a.2:0 "Pare abbastanza prudente."
agot_dragon_siege.0003.a.toast.t:0 "L’Assedio di [sieging_location.GetTitle.GetNameNoTierNoTooltip]"
agot_dragon_siege.0003.a.toast.tt.order:0 "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameNoTooltip] ha obbedito al tuo comando e ha usato [sieging_dragon.GetFirstNameNoTooltip] nell’assedio."
agot_dragon_siege.0003.a.toast.tt.advice:0 "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameNoTooltip] ha seguito il tuo consiglio e ha usato [sieging_dragon.GetFirstNameNoTooltip] nell’assedio."
agot_dragon_siege.0003.b.1:0 "[sieging_dragon.GetFirstNameNoTooltip] non è tuo da comandare!"
agot_dragon_siege.0003.b.2:0 "So meglio io di [Select_CString(commander.IsFemale,'lei','lui')]."
agot_dragon_siege.0003.b.f.order:0 "Disobbedisci a [commander.Custom('IT_NAM_COL3')][commander.GetTitledFirstNameNoTooltip]."
agot_dragon_siege.0003.b.f.advice:0 "Ignori il consiglio di [commander.Custom('IT_NAM_COL2')][commander.GetTitledFirstNamePossessiveNoTooltip]."
agot_dragon_siege.0003.b.tt:0 "Poiché non sono vincolat[Select_CString(ROOT.Char.IsFemale,'a','o')] ai comandi di [commander.Custom('IT_NAM_COL3')][commander.GetTitledFirstNamePossessive], sono liber[Select_CString(ROOT.Char.IsFemale,'a','o')] di decidere da me se usare o meno [sieging_dragon.GetFirstName]."
agot_dragon_siege.0003.b.toast.t:0 "L’Assedio di [sieging_location.GetTitle.GetNameNoTierNoTooltip]"
agot_dragon_siege.0003.b.toast.tt.order:0 "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameNoTooltip] ha sfidato il tuo comando e non ha usato [sieging_dragon.GetFirstNameNoTooltip] nell’assedio."
agot_dragon_siege.0003.b.toast.tt.advice:0 "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameNoTooltip] ha ignorato il tuo consiglio e non ha usato [sieging_dragon.GetFirstNameNoTooltip] nell’assedio."
agot_dragon_siege.0003.c:0 "Cosa?! Non dovrei essere qui! Me ne vado seduta stante!"
agot_dragon_siege.0003.c.f:0 "Lasci l’assedio di [sieging_location.GetTitle.GetNameNoTierNoTooltip] sul dorso del tuo drago."
agot_dragon_siege.0003.d:0 "Non disturbarmi più con questa faccenda."
agot_dragon_siege.0003.d.f:0 "Rifiuterai sempre, sia che si tratti di comando o di consiglio. bada alle conseguenze."
agot_dragon_siege.0100.t:0 "$agot_dragon_siege.title$ L’Avvicinarsi del Drago"
agot_dragon_siege.0100.desc_opening:0 "Mi trovo dinanzi alle mura di [sieging_location.GetName], il mio drago [sieging_dragon.GetName] al mio fianco. I nostri uomini circondano il possedimento; i difensori sono intrappolati dentro, rannicchiati dietro le loro mura.\n\n"
agot_dragon_siege.0100.desc_opening_third: "Mi trovo davanti alle mura di [sieging_location.GetName], con [sieging_rider.GetFirstName] e il [Select_CString(sieging_rider.IsFemale,'suo','suo')] drago [sieging_dragon.GetName] al mio fianco. I nostri uomini circondano la tenuta, i difensori intrappolati all’interno, raggomitolati dietro le loro mura.\n\n"
agot_dragon_siege.0100.desc_asked_to_use: "Giunge un messaggero di [player.Custom('IT_NAM_COL2')][player.GetTitledFirstName]. [player.GetSheHe] mi chiede di usare il mio drago nell’assedio di [sieging_location.GetTitle.GetNameNoTier].\n"
agot_dragon_siege.0100.desc_none: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Non è privo di rischi, ma potrei cavalcare [sieging_dragon.GetNameNoTooltip] per scatenare le sue fiamme sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.desc_none_third: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Non è privo di rischi, ma potrei mandare [sieging_rider.GetFirstName] con [sieging_dragon.GetNameNoTooltip] a scatenare le sue fiamme sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.desc_defender: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Sfortunatamente, [defending_dragonrider.Custom('IT_NAM_COL3')][defending_dragonrider.GetTitledFirstName] e il [Select_CString(defending_dragonrider.IsFemale,'suo','suo')] drago [defending_dragon.GetName] sono qui, e senza dubbio tenteranno di fermarci. Se voglio colpire, devo prima affrontarli."
agot_dragon_siege.0100.desc_defender_third: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Sfortunatamente, [defending_dragonrider.Custom('IT_NAM_COL3')][defending_dragonrider.GetTitledFirstName] e il [Select_CString(defending_dragonrider.IsFemale,'suo','suo')] drago [defending_dragon.GetName] sono qui, e senza dubbio tenteranno di fermarci. Se [sieging_rider.GetFirstName] vuole colpire, [sieging_rider.GetSheHe] deve prima affrontarli."
agot_dragon_siege.0100.desc_defenders: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Sfortunatamente, [defending_dragonrider.Custom('IT_NAM_COL3')][defending_dragonrider.GetTitledFirstName] e il [Select_CString(defending_dragonrider.IsFemale,'suo','suo')] drago [defending_dragon.GetName] sono qui, e non sono i soli. Se voglio colpire, devo prima sconfiggere tutti gli altri draghi nei cieli."
agot_dragon_siege.0100.desc_defenders_third: "Benché con abbastanza tempo li costringeremmo senza dubbio alla resa, nessuna muraglia può proteggerli dal fuoco di drago. Sfortunatamente, [defending_dragonrider.Custom('IT_NAM_COL3')][defending_dragonrider.GetTitledFirstName] e il [Select_CString(defending_dragonrider.IsFemale,'suo','suo')] drago [defending_dragon.GetName] sono qui, e non sono i soli. Se [sieging_rider.GetFirstName] vuole colpire, [sieging_rider.GetSheHe] deve prima sconfiggere tutti gli altri draghi nei cieli."
agot_dragon_siege.0100.desc_owned: "Benché vi siano altri draghi dentro quelle mura, poiché sono senza cavalieri è estremamente improbabile che ci combattano. Non è privo di rischi, ma potrei cavalcare [sieging_dragon.GetNameNoTooltip] per scatenare le sue fiamme sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.desc_owned_third: "Benché vi siano altri draghi dentro quelle mura, poiché sono senza cavalieri è estremamente improbabile che ci combattano. Non è privo di rischi, ma [sieging_rider.GetFirstName] potrebbe cavalcare [sieging_dragon.GetNameNoTooltip] per scatenare le fiamme di [sieging_dragon.Custom('GetDragonHerHis')] sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.desc_owned_single: "Benché [owned_dragon_present.GetName] dimori all’interno, essendo senza cavaliere, com’è [owned_dragon_present.Custom('GetDragonSheHe')], è improbabile che [owned_dragon_present.Custom('GetDragonSheHe')] possa opporre una resistenza efficace. Non è privo di rischi, ma potrei cavalcare [sieging_dragon.GetNameNoTooltip] per scatenare le fiamme di [sieging_dragon.Custom('GetDragonSheHe')] sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.desc_owned_single_third: "Benché [owned_dragon_present.GetName] dimori all’interno, essendo senza cavaliere, com’è [owned_dragon_present.Custom('GetDragonSheHe')], è improbabile che [owned_dragon_present.Custom('GetDragonSheHe')] possa opporre una resistenza efficace. Non è privo di rischi, ma [sieging_rider.GetFirstName] potrebbe cavalcare [sieging_dragon.GetNameNoTooltip] per scatenare le fiamme di [sieging_dragon.Custom('GetDragonSheHe')] sul castello e porre fine a questo assedio molto più in fretta."
agot_dragon_siege.0100.a: "Colpiremo prima i bersagli più facili, indebolendo le loro difese."
